,country,article_name,revision_id,article_quality,population
12107,Argentina,Eduardo Angeloz,797103519,Start,44.5
12108,Argentina,Noemí Rial,797194878,C,44.5
12109,Argentina,Ada Maza,797567589,Stub,44.5
12110,Argentina,Alicia Moreau de Justo,797683888,Start,44.5
12111,Argentina,Margarita Stolbizer,797691445,C,44.5
12112,Argentina,Saturnino Blanco Nardo,797768302,Stub,44.5
12113,Argentina,Oscar Aguad,797781138,Start,44.5
12114,Argentina,Adolfo Sigwald,797824923,Stub,44.5
12115,Argentina,Mónica López (politician),797826672,Stub,44.5
12116,Argentina,Isabel Martínez de Perón,798061054,GA,44.5
12117,Argentina,Patricio Echegaray,798072501,Stub,44.5
12118,Argentina,Renée Slotopolsky de Epelbaum,798344086,Stub,44.5
12119,Argentina,Daiana Hissa,798604928,Stub,44.5
12120,Argentina,Edelmiro Julián Farrell,798644009,Start,44.5
12121,Argentina,Juan Carlos Romero (politician),798819910,Start,44.5
12122,Argentina,Hipólito Yrigoyen,798858943,C,44.5
12123,Argentina,Roberto Eduardo Viola,798958940,Start,44.5
12124,Argentina,Carlos Lacoste,798959444,Stub,44.5
12125,Argentina,Milagro Sala,799000723,C,44.5
12126,Argentina,Domingo Peppo,799090541,Stub,44.5
12127,Argentina,Axel Kicillof,799317577,B,44.5
12128,Argentina,Julio Etchegoyen,799364068,Stub,44.5
12129,Argentina,Enrique J.A. Candioti,800380289,Stub,44.5
12130,Argentina,Victorino de la Plaza,800648300,Start,44.5
12131,Argentina,Juan José Castelli,800777563,FA,44.5
12132,Argentina,Julio Argentino Roca,800798947,C,44.5
12133,Argentina,Eduardo Brizuela del Moral,801091186,Start,44.5
12134,Argentina,Eduardo Duhalde,801092437,GA,44.5
12135,Argentina,Wbaldino Acosta,801170275,Start,44.5
12136,Argentina,Andrés Larroque,801189083,Stub,44.5
12137,Argentina,Carlos Zannini,801193179,C,44.5
12138,Argentina,Amado Boudou,801373352,C,44.5
12139,Argentina,Elisa Carrió,801390500,C,44.5
12140,Argentina,Daniel Filmus,801392292,C,44.5
12141,Argentina,Alicia Castro,801451143,Start,44.5
12142,Argentina,Néstor Kirchner,801578039,FA,44.5
12143,Argentina,Enrique Pérez Colman,801726929,Stub,44.5
12144,Argentina,Enzo Bordabehere,801787528,Start,44.5
12145,Argentina,Martha Mercader,801972226,Stub,44.5
12146,Argentina,Esther Norma Arrostito,802088180,C,44.5
12147,Argentina,Jorge Zorreguieta,802245599,C,44.5
12148,Argentina,Álvaro Alsogaray,802280832,C,44.5
12149,Argentina,María Julia Alsogaray,802383745,C,44.5
12150,Argentina,Amadeo Sabattini,802528431,Start,44.5
12151,Argentina,Ricardo Balbín,802539607,C,44.5
12152,Argentina,Rogelio Julio Frigerio,802668946,C,44.5
12153,Argentina,Máximo Kirchner,802813656,Stub,44.5
12154,Argentina,Agustín Pedro Justo,802835768,C,44.5
12155,Argentina,Federico Pinedo,802919725,Stub,44.5
12156,Argentina,José López Rega,803101721,C,44.5
12157,Argentina,Floro Bogado,803482086,Start,44.5
12158,Argentina,Miguel Belgrano,803508279,Start,44.5
12159,Argentina,Justo José de Urquiza,803885243,Start,44.5
12160,Argentina,Francisco Larcher,803958141,Stub,44.5
12161,Argentina,Beatriz Rojkés de Alperovich,804257098,C,44.5
12162,Argentina,Lino Barañao,804276519,Start,44.5
12163,Argentina,Manuel Gutiérrez de la Concha,804423344,B,44.5
12164,Argentina,Mauricio Macri,804934996,GA,44.5
12165,Argentina,Roberto M. Levingston,805192074,Start,44.5
12166,Argentina,Edelmiro Mayer,805289936,GA,44.5
12167,Argentina,Juan Carlos Giordano,805396054,Stub,44.5
12168,Argentina,Juan Perón,805441411,GA,44.5
12169,Argentina,Cristian Ritondo,805773282,Stub,44.5
12170,Argentina,Eva Perón,805806043,B,44.5
12171,Argentina,Jorge Rafael Videla,806104240,B,44.5
12172,Argentina,José Ignacio Rucci,806387914,C,44.5
12173,Argentina,Roque Sáenz Peña,806441203,GA,44.5
12174,Argentina,Fernando Solanas,806619709,C,44.5
12175,Argentina,Rubén Giustiniani,806620185,Stub,44.5
12176,Argentina,Sergio Massa,806647565,C,44.5
12177,Argentina,Manuel Quintana,806750554,Start,44.5
12178,Argentina,Griselda Tessio,806815291,Start,44.5
12179,Argentina,Carlos Reutemann,806885768,C,44.5
12180,Argentina,Raúl Alfonsín,807090378,FA,44.5
12181,Argentina,Mariano Acosta (politician),807179698,Start,44.5
12182,Argentina,Cristina Fernández de Kirchner,807208584,FA,44.5
12183,Argentina,María Perceval,807220473,C,44.5
12184,Argentina,Reynaldo Bignone,807420979,GA,44.5
12185,Argentina,Haide Giri,807437619,Start,44.5
12186,Argentina,Norma Abdala de Matarazzo,807440530,Stub,44.5
12187,Bolivia,Template:Bolivia-mayor-stub,446207794,Stub,11.3
12188,Bolivia,Template:Bolivia-politician-stub,481837976,Stub,11.3
12189,Bolivia,Template:Bolivia-activist-stub,551889841,Stub,11.3
12190,Bolivia,Template:Bolivia-diplomat-stub,564315998,Stub,11.3
12191,Bolivia,Tito Hoz de Vila,687882717,Start,11.3
12192,Bolivia,Guillermo Lora,703029024,Stub,11.3
12193,Bolivia,Manuel Isidoro Belzu,703105765,C,11.3
12194,Bolivia,Mario Monje,704636414,Stub,11.3
12195,Bolivia,Carlos Blanco Galindo,708317665,Stub,11.3
12196,Bolivia,Felipe S. Guzmán,709290152,Stub,11.3
12197,Bolivia,Jaime Solares,710390871,Stub,11.3
12198,Bolivia,José María Pérez de Urdininea,710786534,Stub,11.3
12199,Bolivia,José Miguel de Velasco Franco,713914616,Stub,11.3
12200,Bolivia,Jorge Córdova,713915698,Start,11.3
12201,Bolivia,Marcelo Quiroga Santa Cruz,713984851,Start,11.3
12202,Bolivia,Víctor González Fuentes,716659401,Stub,11.3
12203,Bolivia,José Ballivián,717487935,Start,11.3
12204,Bolivia,Juan Carlos Riss Cecin,718111958,Stub,11.3
12205,Bolivia,Luis Jorge Mayser Ardaya,718121846,Stub,11.3
12206,Bolivia,Emigdio Flores Calpiñeiro,718204974,Stub,11.3
12207,Bolivia,Saúl Guillermo Klinsky Callaú,718206052,Stub,11.3
12208,Bolivia,Jaalil Melgar Mustafá,718206451,Stub,11.3
12209,Bolivia,Néstor Guzmán Villarroel,718206692,Stub,11.3
12210,Bolivia,Raúl Angelo Porcel Gonzáles,718221939,Stub,11.3
12211,Bolivia,Augusto Valda Vargas,718222049,Stub,11.3
12212,Bolivia,Lino Villca,718231552,Stub,11.3
12213,Bolivia,Jaime Barrón,718271001,Stub,11.3
12214,Bolivia,Juan Huanca Colque,718299461,Stub,11.3
12215,Bolivia,Francisco Vaca Gutiérrez,718556671,Stub,11.3
12216,Bolivia,Alejo Véliz,718714747,Stub,11.3
12217,Bolivia,Isaac Ávalos,718714765,Stub,11.3
12218,Bolivia,Valentin Abecia,718857505,Stub,11.3
12219,Bolivia,Policarpio Castañeta Yujra,719110434,Stub,11.3
12220,Bolivia,María Chacón Rendón,719838339,Stub,11.3
12221,Bolivia,René Blattmann,720764757,Stub,11.3
12222,Bolivia,Carlos Palenque,721028117,Stub,11.3
12223,Bolivia,Jorge Ledezma,721290814,Stub,11.3
12224,Bolivia,René Joaquino,722649429,Start,11.3
12225,Bolivia,Nataniel Aguirre,722921768,C,11.3
12226,Bolivia,Pablo Groux,725288491,Start,11.3
12227,Bolivia,Francisco Burdett O'Connor,725996845,C,11.3
12228,Bolivia,Alfredo Arce Carpio,726846777,Stub,11.3
12229,Bolivia,Casimiro Olañeta,728015453,Stub,11.3
12230,Bolivia,Hilarión Daza,734367264,C,11.3
12231,Bolivia,Esteban Urquizu,735740012,Stub,11.3
12232,Bolivia,Bautista Saavedra,736974211,Start,11.3
12233,Bolivia,Samuel Jorge Doria Medina Auza,737246214,Stub,11.3
12234,Bolivia,Gregorio Pacheco,737456180,Start,11.3
12235,Bolivia,Jaime de Zudáñez,737594633,Start,11.3
12236,Bolivia,Luis Revilla,739185940,Stub,11.3
12237,Bolivia,Juan del Granado,740588523,Start,11.3
12238,Bolivia,Ñuflo Chávez Ortiz,741499067,Start,11.3
12239,Bolivia,Celso Torrelio,741499163,Start,11.3
12240,Bolivia,David Toro,743210630,Start,11.3
12241,Bolivia,Jenaro Flores Santos,744926092,C,11.3
12242,Bolivia,Alfredo Rada,745054144,Stub,11.3
12243,Bolivia,Óscar Zamora Medinaceli,745305345,C,11.3
12244,Bolivia,Hormando Vaca Diez,746947345,Stub,11.3
12245,Bolivia,Armando Alba Zambrana,748403142,Stub,11.3
12246,Bolivia,Juan Pereda,749588625,Start,11.3
12247,Bolivia,Carlos Romero (politician),749680936,Stub,11.3
12248,Bolivia,Antonio Machaca,749696375,Stub,11.3
12249,Bolivia,Benjamín Miguel Harb,749723780,Start,11.3
12250,Bolivia,Jaime Paz Zamora,749805249,C,11.3
12251,Bolivia,Rubén Costas,751550897,Start,11.3
12252,Bolivia,David Padilla,751616980,Start,11.3
12253,Bolivia,Hernando Siles Reyes,753428153,Start,11.3
12254,Bolivia,Adolfo Ballivián,755710483,Start,11.3
12255,Bolivia,Eliodoro Camacho,755713019,Stub,11.3
12256,Bolivia,Savina Cuéllar,757108517,Stub,11.3
12257,Bolivia,Adriana Gil,757108551,Start,11.3
12258,Bolivia,Silvia Lazarte,757108761,Stub,11.3
12259,Bolivia,Ana Lucía Reis,757109362,Stub,11.3
12260,Bolivia,Elizabeth Salguero,757562057,Start,11.3
12261,Bolivia,María Udaeta,757615574,Stub,11.3
12262,Bolivia,Fernando Untoja Choque,760112545,Start,11.3
12263,Bolivia,Agustín Morales,762707678,Start,11.3
12264,Bolivia,Zulma Yugar,763163587,Start,11.3
12265,Bolivia,Roberto Iván Aguilar Gómez,763164167,Stub,11.3
12266,Bolivia,Nila Heredia,763164335,Stub,11.3
12267,Bolivia,Alberto Natusch,763631477,Start,11.3
12268,Bolivia,Manfred Reyes Villa,765274929,Stub,11.3
12269,Bolivia,José Ignacio de Sanjinés,765328763,Stub,11.3
12270,Bolivia,Raúl Prada,765857636,Stub,11.3
12271,Bolivia,Julio Pinedo,766040982,Stub,11.3
12272,Bolivia,Branko Marinkovic,766635559,Start,11.3
12273,Bolivia,Óscar Salas Moya,767260325,Start,11.3
12274,Bolivia,Juan de Dios Bosque,769271454,Stub,11.3
12275,Bolivia,Pedro Domingo Murillo,770639620,Start,11.3
12276,Bolivia,David Sánchez Heredia,771429584,Stub,11.3
12277,Bolivia,Armando Loaiza,774520183,Stub,11.3
12278,Bolivia,Mariano Enrique Calvo,774520912,Start,11.3
12279,Bolivia,José María Linares,774521164,Start,11.3
12280,Bolivia,Tomás Frías Ametller,774521561,Start,11.3
12281,Bolivia,Enrique Finot,774523971,Stub,11.3
12282,Bolivia,Wálter Guevara,774524946,Start,11.3
12283,Bolivia,María Luisa Ramos Urzagaste,775230550,Stub,11.3
12284,Bolivia,Hugo Banzer,776055297,C,11.3
12285,Bolivia,Jorge Kolle Cueto,777448009,Stub,11.3
12286,Bolivia,José Luis Tejada Sorzano,777610338,Start,11.3
12287,Bolivia,Julieta Mabel Monje,777791694,Start,11.3
12288,Bolivia,Julio Garrett Ayllón,777795594,Stub,11.3
12289,Bolivia,Julián Montellano,777804096,Stub,11.3
12290,Bolivia,Sebastián Ágreda,779606731,Start,11.3
12291,Bolivia,Ariana Campero,779757724,Start,11.3
12292,Bolivia,Sergio Hugo Sánchez Ballivián,780143743,Stub,11.3
12293,Bolivia,Eusebio Guilarte Vera,780450006,Stub,11.3
12294,Bolivia,Víctor Hugo Cárdenas,780745002,Stub,11.3
12295,Bolivia,Pedro Blanco Soto,781319594,Stub,11.3
12296,Bolivia,Narciso Campero,781321015,Start,11.3
12297,Bolivia,Aniceto Arce,781321319,Start,11.3
12298,Bolivia,Mariano Baptista,781321713,Start,11.3
12299,Bolivia,Severo Fernández,781322278,Start,11.3
12300,Bolivia,José Manuel Pando,781322702,Start,11.3
12301,Bolivia,Ismael Montes,781323820,Start,11.3
12302,Bolivia,José Gutiérrez Guerra,781324135,Start,11.3
12303,Bolivia,Juan Lechín Oquendo,781343004,Start,11.3
12304,Bolivia,Luis Ossio,782540554,Stub,11.3
12305,Bolivia,Juan de la Cruz Benavente,782757452,Stub,11.3
12306,Bolivia,Hector Borda Leaño,783471753,Start,11.3
12307,Bolivia,Eliodoro Villazón,784574502,Start,11.3
12308,Bolivia,Hernán Siles Zuazo,784775420,C,11.3
12309,Bolivia,Agustín Saavedra Weise,784997315,Stub,11.3
12310,Bolivia,Alberto Guzmán Soriano,785033416,Stub,11.3
12311,Bolivia,Loyola Guzmán,787173263,Stub,11.3
12312,Bolivia,Abdón Saavedra,787409453,Stub,11.3
12313,Bolivia,Guido Vildoso,787423211,Start,11.3
12314,Bolivia,Luis Alberto Arce Catacora,787618486,Start,11.3
12315,Bolivia,Adolfo Mendoza,787713360,Stub,11.3
12316,Bolivia,Hugo Siles-Alvarado,787997823,Start,11.3
12317,Bolivia,Adolfo Chávez,788480632,Stub,11.3
12318,Bolivia,Marcial Fabricano,788670900,Start,11.3
12319,Bolivia,Rodolfo Illanes,788677434,Start,11.3
12320,Bolivia,Ana María Romero de Campero,788945083,C,11.3
12321,Bolivia,Mónica Rey Gutiérrez,789607177,C,11.3
12322,Bolivia,Augusto Céspedes Patzi,790147206,Start,11.3
12323,Bolivia,Nemesia Achacollo,790973273,Start,11.3
12324,Bolivia,Óscar Únzaga,791555189,Stub,11.3
12325,Bolivia,Bolivian National Congress  1993–97,791893213,Start,11.3
12326,Bolivia,José María de Achá,793967873,Start,11.3
12327,Bolivia,Simón Iturri Patiño,795149182,Start,11.3
12328,Bolivia,Andrés de Santa Cruz,795166228,C,11.3
12329,Bolivia,Jaime Otero Calderón,795450237,C,11.3
12330,Bolivia,Casimira Rodríguez,796177644,Stub,11.3
12331,Bolivia,Antonio José de Sucre,796923135,C,11.3
12332,Bolivia,Juan José Torres,797044999,C,11.3
12333,Bolivia,Enrique Peñaranda,797575618,Start,11.3
12334,Bolivia,Mariano Melgarejo,798062567,Start,11.3
12335,Bolivia,Felipe Quispe,798199983,Start,11.3
12336,Bolivia,Lidia Gueiler Tejada,798633444,C,11.3
12337,Bolivia,President of Bolivia,798648119,B,11.3
12338,Bolivia,Daniel Santalla,798871551,Stub,11.3
12339,Bolivia,Isabel Ortega Ventura,800765785,Stub,11.3
12340,Bolivia,Edmundo Novillo,801076764,Stub,11.3
12341,Bolivia,Eduardo Rodríguez,801616942,Start,11.3
12342,Bolivia,Álvaro García Linera,801664041,C,11.3
12343,Bolivia,Enrique Baldivieso,801719741,Stub,11.3
12344,Bolivia,Current members of the Plurinational Legislative Assembly,803035632,Stub,11.3
12345,Bolivia,Fernando Vargas Mosua,803042986,Stub,11.3
12346,Bolivia,Facundo Hurtado Castellón,803162944,Stub,11.3
12347,Bolivia,Jorge Quiroga,803419082,C,11.3
12348,Bolivia,Carlos Mesa,803419541,C,11.3
12349,Bolivia,Alcides Arguedas,803500313,C,11.3
12350,Bolivia,Luis García Meza Tejada,804215100,C,11.3
12351,Bolivia,Félix Patzi,804472903,Start,11.3
12352,Bolivia,Evo Morales,804849120,FA,11.3
12353,Bolivia,Pedro José Domingo de Guerra,805452877,Start,11.3
12354,Bolivia,Hugo Ballivián,805902248,Start,11.3
12355,Bolivia,Jessica Jordan,805990369,Start,11.3
12356,Bolivia,1st Plurinational Legislative Assembly of Bolivia,806138476,C,11.3
12357,Bolivia,Gonzalo Sánchez de Lozada,806296640,C,11.3
12358,Bolivia,Fidel Surco,806931377,Stub,11.3
12359,Bolivia,Damián Condori,806990454,C,11.3
12360,Bolivia,Daniel Salamanca Urey,806999119,Start,11.3
12361,Bolivia,Carlos Quintanilla,807090731,Start,11.3
12362,Bolivia,Néstor Guillén,807091422,Stub,11.3
12363,Bolivia,Tomás Monje,807091539,Stub,11.3
12364,Bolivia,Víctor Paz Estenssoro,807094739,C,11.3
12365,Bolivia,Enrique Hertzog,807095967,Start,11.3
12366,Bolivia,Gualberto Villarroel,807096479,Start,11.3
12367,Bolivia,René Barrientos,807099528,C,11.3
12368,Bolivia,Alfredo Ovando Candía,807099928,C,11.3
12369,Bolivia,Luis Adolfo Siles Salinas,807100210,Start,11.3
12370,Bolivia,Germán Busch,807105324,C,11.3
12371,Bolivia,Mamerto Urriolagoitía,807106976,Start,11.3
12372,Bolivia,Bonifacio Pinedo,807124606,Stub,11.3
12373,Bolivia,Simón Bolívar,807417842,B,11.3
12374,Brazil,Template:Brazil-activist-stub,621495219,Stub,209.4
12375,Brazil,Waldemir Moka,639471171,Stub,209.4
12376,Brazil,Template:Brazil-diplomat-stub,666992156,Stub,209.4
12377,Brazil,Template:Brazil-mayor-stub,666993286,Stub,209.4
12378,Brazil,Template:Brazil-politician-stub,666993638,Stub,209.4
12379,Brazil,Jerônima Mesquita,683020488,Stub,209.4
12380,Brazil,Horácio de Matos,683946857,Stub,209.4
12381,Brazil,Aníbal Diniz,685720694,Stub,209.4
12382,Brazil,João Alberto de Souza,692475749,Stub,209.4
12383,Brazil,Rafael Tobias de Aguiar,693179500,Stub,209.4
12384,Brazil,Raimundo Colombo,701832149,Stub,209.4
12385,Brazil,Israel Pinheiro da Silva,704954450,Stub,209.4
12386,Brazil,Augusto Farias,705001594,Stub,209.4
12387,Brazil,Ana Rita Esgário,705619664,Stub,209.4
12388,Brazil,Benjamin Zymler,705951934,Stub,209.4
12389,Brazil,José Américo de Almeida,706406973,Stub,209.4
12390,Brazil,Márcio Thomaz Bastos,706414315,Stub,209.4
12391,Brazil,Paulo Afonso Evangelista Vieira,706772371,Stub,209.4
12392,Brazil,Luciano Bivar,708255609,Stub,209.4
12393,Brazil,Paulo Marques,708908404,Stub,209.4
12394,Brazil,Florêncio Carlos de Abreu e Silva,709651309,Stub,209.4
12395,Brazil,Lourival Fontes,710924239,Stub,209.4
12396,Brazil,Silas Rondeau,711223452,Stub,209.4
12397,Brazil,Ruy Hellmeister Novais,712180859,Stub,209.4
12398,Brazil,Marcílio Marques Moreira,712779639,Stub,209.4
12399,Brazil,José Horácio Costa,712826895,Stub,209.4
12400,Brazil,Henrique da Silva Coutinho,712826957,Stub,209.4
12401,Brazil,Antonio Gomez Aguirre,712827067,Stub,209.4
12402,Brazil,Argeu Hortêncio Monjardim,712835269,Stub,209.4
12403,Brazil,Marcelo Vasconcelos,713377910,Stub,209.4
12404,Brazil,Célio de Castro,714890716,Stub,209.4
12405,Brazil,Francisco José Pinheiro,715459766,Start,209.4
12406,Brazil,Pinheiro Machado (politician),715561395,Stub,209.4
12407,Brazil,Nilcéia Freire,716265736,C,209.4
12408,Brazil,Coelho Neto,716667894,C,209.4
12409,Brazil,Francisco Luiz Sibut Gomide,717514272,Stub,209.4
12410,Brazil,Cristiano Machado,717699933,Stub,209.4
12411,Brazil,Joao de Sousa Campos,717711363,Stub,209.4
12412,Brazil,Jose de Sousa Campos,717711367,Stub,209.4
12413,Brazil,Armando Falcão,717843341,Stub,209.4
12414,Brazil,Ronaldo Mota Sardenberg,717905531,Stub,209.4
12415,Brazil,José Fragelli,718254770,Start,209.4
12416,Brazil,Ricardo Berzoini,718392987,Stub,209.4
12417,Brazil,Joaquim Rodrigues Torres  Viscount of Itaboraí,718716436,Stub,209.4
12418,Brazil,Jorge Kalume,719021179,Stub,209.4
12419,Brazil,Antônio Vicente da Fontoura,719489029,B,209.4
12420,Brazil,Ramiro Saraiva Guerreiro,719556032,Stub,209.4
12421,Brazil,João Augusto de Araújo Castro,720384907,Stub,209.4
12422,Brazil,Simão Jatene,720452927,Stub,209.4
12423,Brazil,List of Brazilian regents,720786838,Start,209.4
12424,Brazil,Irton Marx,720999159,Stub,209.4
12425,Brazil,Iolanda Fleming,721483666,Stub,209.4
12426,Brazil,Carlota Pereira de Queirós,722705539,Stub,209.4
12427,Brazil,Fernando Lyra,722845139,Stub,209.4
12428,Brazil,Marcos Antônio de Araújo  Viscount of Itajubá,723853921,Stub,209.4
12429,Brazil,Ana Maria Rangel,723877546,Start,209.4
12430,Brazil,Sérgio Guerra,724195477,Stub,209.4
12431,Brazil,José Barroso Pimentel,724227231,Stub,209.4
12432,Brazil,Luís Antônio Fleury Filho,725000988,Stub,209.4
12433,Brazil,Ricardo Coutinho,726679949,Stub,209.4
12434,Brazil,Ângela Guadagnin,726757308,Start,209.4
12435,Brazil,Odilon Braga,726816628,Stub,209.4
12436,Brazil,Antônio de Sousa Neto,728013907,Stub,209.4
12437,Brazil,Joaquim Gomes de Souza,728184635,Start,209.4
12438,Brazil,Renato Casagrande,728994062,Stub,209.4
12439,Brazil,Antônio Ricardo dos Santos,729189991,Start,209.4
12440,Brazil,Manuel Vitorino,729456802,Stub,209.4
12441,Brazil,List of Senators of São Paulo,730014692,Stub,209.4
12442,Brazil,João Mangabeira,730794140,Start,209.4
12443,Brazil,João Mansur,730795394,Stub,209.4
12444,Brazil,Ana Julia Carepa,730795471,Stub,209.4
12445,Brazil,Hélio Gueiros,730795492,Stub,209.4
12446,Brazil,Renato Archer,732415690,Stub,209.4
12447,Brazil,José Carlos da Silva Mayrink Ferrão,732438356,Start,209.4
12448,Brazil,Paulo Rocha (politician),733585785,Stub,209.4
12449,Brazil,Garibaldi Alves,733588006,Stub,209.4
12450,Brazil,Regina Sousa,733589803,Stub,209.4
12451,Brazil,Raimundo Lira,733592360,Stub,209.4
12452,Brazil,Dalirio Beber,733605391,Stub,209.4
12453,Brazil,Fátima Bezerra,733646947,Stub,209.4
12454,Brazil,Ataídes Oliveira,733812912,Stub,209.4
12455,Brazil,Ângela Portela,733914067,Stub,209.4
12456,Brazil,Roberto Muniz (politician),734351971,Stub,209.4
12457,Brazil,Wilder Morais,734353865,Stub,209.4
12458,Brazil,Otto Alencar,734936505,Stub,209.4
12459,Brazil,Armando Monteiro,734962885,Stub,209.4
12460,Brazil,José Reguffe,734969465,Stub,209.4
12461,Brazil,Benjamin Constant (Brazil),735717385,Stub,209.4
12462,Brazil,José Martiniano Pereira de Alencar,735718266,Stub,209.4
12463,Brazil,Leonel Martiniano de Alencar  Baron of Alencar,735718282,Stub,209.4
12464,Brazil,Lídice da Mata,735747133,Stub,209.4
12465,Brazil,Lúcia Vânia Abrão Costa,735747161,Stub,209.4
12466,Brazil,Rose de Freitas,735758729,Stub,209.4
12467,Brazil,João Batista Oliveira de Araujo,736028395,Stub,209.4
12468,Brazil,Edmilson Rodrigues,736028451,Stub,209.4
12469,Brazil,Jorge Roberto Silveira,736507227,Stub,209.4
12470,Brazil,Max Rosenmann,736507632,Stub,209.4
12471,Brazil,Waldez Góes,736598627,Stub,209.4
12472,Brazil,Bernardino de Sousa Monteiro,736623702,Stub,209.4
12473,Brazil,Florentino Ávidos,736623859,Stub,209.4
12474,Brazil,Marcondes Alves de Sousa,736623911,Stub,209.4
12475,Brazil,Nilmário Miranda,736625151,Stub,209.4
12476,Brazil,Gilvam Borges,736649163,Stub,209.4
12477,Brazil,Homero de Miranda Leão,736805988,Stub,209.4
12478,Brazil,José Alves de Cerqueira César,736878021,Stub,209.4
12479,Brazil,Paulo Delgado,736878856,Stub,209.4
12480,Brazil,Gastão d'Escragnolle  Baron d'Escragnolle,736963165,Stub,209.4
12481,Brazil,Galdino Teixeira de Barros Loreto,736964328,Stub,209.4
12482,Brazil,Franklin Gomes Souto,737050740,Stub,209.4
12483,Brazil,Adhemar de Barros,737149471,Start,209.4
12484,Brazil,Newton Cardoso Jr.,737297018,Stub,209.4
12485,Brazil,Governor of Pernambuco,737491143,Stub,209.4
12486,Brazil,Custódio José de Melo,737726740,Stub,209.4
12487,Brazil,Cinthia Régia Gomes do Livramento,737795855,Stub,209.4
12488,Brazil,Antônio Carlos Valadares,737832230,Stub,209.4
12489,Brazil,Ana Amélia Lemos,737851506,Start,209.4
12490,Brazil,Cândido Mendes de Almeida,737857639,Start,209.4
12491,Brazil,Urbano Santos da Costa Araújo,737954839,Stub,209.4
12492,Brazil,Francisco de Assis Rosa e Silva,737954898,Stub,209.4
12493,Brazil,Hélio José,737962496,Stub,209.4
12494,Brazil,Gustavo Petta,737962560,Stub,209.4
12495,Brazil,Gilberto Mestrinho,738208634,Stub,209.4
12496,Brazil,Simone Tebet,738212926,Stub,209.4
12497,Brazil,Acir Gurgacz,738337814,Stub,209.4
12498,Brazil,Teotonio Vilela Filho,738542354,Stub,209.4
12499,Brazil,João Alves Filho,738611368,Stub,209.4
12500,Brazil,Renato Rabelo,738615122,Stub,209.4
12501,Brazil,José de Magalhães Pinto,738619096,Stub,209.4
12502,Brazil,Severino Cavalcanti,738619252,Stub,209.4
12503,Brazil,Constante Gomes Sodré,738628687,Stub,209.4
12504,Brazil,Beto Richa,738733839,Stub,209.4
12505,Brazil,Bernardo Vieira de Melo,738799879,Stub,209.4
12506,Brazil,Cipriano Barata,738801802,Stub,209.4
12507,Brazil,Vicentinho Alves,739117347,Stub,209.4
12508,Brazil,Sérgio Petecão,739119076,Stub,209.4
12509,Brazil,Neudo Ribeiro Campos,739121400,Stub,209.4
12510,Brazil,Paulo Bauer,739248918,Stub,209.4
12511,Brazil,Uladislau Herculano de Freitas,739267903,Stub,209.4
12512,Brazil,Lélia Gonzalez,739446136,Start,209.4
12513,Brazil,Fernando de Melo Viana,740359292,Stub,209.4
12514,Brazil,Waldir Pires,740608867,Stub,209.4
12515,Brazil,Vital Soares,742023854,Stub,209.4
12516,Brazil,José Armando Ribeiro de Paula,742470827,Stub,209.4
12517,Brazil,Jorge Tibiriçá Piratininga,742774083,Start,209.4
12518,Brazil,Henrique de Beaurepaire-Rohan,743180124,Stub,209.4
12519,Brazil,Jarbas Vasconcelos,743180518,Stub,209.4
12520,Brazil,Bernardo de Sousa Campos,743567591,Stub,209.4
12521,Brazil,Dário Berger,743633180,Stub,209.4
12522,Brazil,Tarcisio Feitosa da Silva,743820414,Stub,209.4
12523,Brazil,Rui Costa (politician),744347166,Stub,209.4
12524,Brazil,Eros Araújo,744724787,Stub,209.4
12525,Brazil,Néria Lúcio Buzatto,744782449,Start,209.4
12526,Brazil,Fernando de Mascarenhas,744783937,Stub,209.4
12527,Brazil,Benedito de Lira,744906052,Stub,209.4
12528,Brazil,José de Melo Carvalho Muniz Freire,745700399,Stub,209.4
12529,Brazil,Fabiano Silveira,745729462,Start,209.4
12530,Brazil,Jerônimo Dix-Sept Rosado,745730779,Start,209.4
12531,Brazil,José Vieira Couto de Magalhães,745747128,Start,209.4
12532,Brazil,Jerônimo Dix-Huit Rosado,745748422,Start,209.4
12533,Brazil,Evaristo da Veiga,746054495,Stub,209.4
12534,Brazil,Lindbergh Farias,746094227,Stub,209.4
12535,Brazil,Humberto Costa,746096776,Stub,209.4
12536,Brazil,Gladson Cameli,746097461,Stub,209.4
12537,Brazil,Ciro Nogueira Lima Filho,746351704,Stub,209.4
12538,Brazil,Antônio Anastasia,746353713,Stub,209.4
12539,Brazil,João Capiberibe,746400749,Stub,209.4
12540,Brazil,João Alberto,746517104,Stub,209.4
12541,Brazil,Amador Bueno,746618220,Start,209.4
12542,Brazil,Joaquim Floriano de Godoy,746618286,Stub,209.4
12543,Brazil,Ana de Hollanda,746618316,Stub,209.4
12544,Brazil,Cláudio Lembo,746618360,Stub,209.4
12545,Brazil,André Franco Montoro,746618427,Start,209.4
12546,Brazil,Romeu Tuma,746618565,Stub,209.4
12547,Brazil,Harry Forssell,746620462,Start,209.4
12548,Brazil,Perseu Abramo,746621637,Start,209.4
12549,Brazil,Plínio de Arruda Sampaio,746621652,C,209.4
12550,Brazil,José Agripino Maia,746721650,Start,209.4
12551,Brazil,Flexa Ribeiro,746723705,Stub,209.4
12552,Brazil,Cyro de Freitas Valle,746859870,Stub,209.4
12553,Brazil,Salvador de Mendonça,746950011,Stub,209.4
